Playlist Index,GT Name,Retrieved Name
6,Dancing In The Dark,Confident
6,Switch,Hotline Bling
6,Lose Yourself - Soundtrack Version,All About That Bass
6,Shake,Havana
6,Stronger,Attention
6,God's Not Dead (Like a Lion),Boom Clap
6,Soul On Fire (feat. All Sons & Daughters),Scars To Your Beautiful
6,All I Do Is Win,Through With You
6,Rain Is a Good Thing,New Rules
6,Not Afraid,Don't You Worry Child
6,Shake That,Firework
6,Mess Is Mine,Rolling in the Deep
6,Somebody Like You,Counting Stars
6,Greater,Sugar
6,Speak Life,Shake It Off
6,Neon Light,美女と野獣
6,The Fighter - feat. Ryan Tedder,Grenade
6,S.O.B.,Viva La Vida
6,Raging Fire,Timber
6,I Lived,Locked Out Of Heaven
6,Anything Goes,Can't Feel My Face
6,My Body,Lost - Live
6,Good Life,Blurred Lines
6,Ghost,Royals
6,Who Gon Stop Me,Radioactive
6,Nobody Love,Get Lucky
6,Mr. Saxobeat - Radio Edit,Call Me Maybe
6,Stitches,Love Yourself
6,Omen - Radio Edit,PILLOWTALK
6,Started From the Bottom,Just Dance
6,Shake It Out,TiK ToK
6,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",I Knew You Were Trouble.
6,"Bitch, Don’t Kill My Vibe",I Ain’t Dead Yet
6,We Own The Night - The Chainsmokers Edit,Stay With Me
6,No Diggity,Wrecking Ball
6,Watch Me (Whip / Nae Nae),Shame On Me
6,Jealous - Remix,Somebody That I Used To Know
6,Not Ready to Make Nice,Dancing On My Own
6,Want to Want Me,Latch
6,Backpack,Thinkin Bout You
6,So What,Wings
6,Take Me To Church,Some Nights
6,You & I (Nobody in the World) - R3hab Remix - Radio Edit,When We Were Young
6,Black Widow,Lick
6,Shut Up And Drive,Honda
6,679 (feat. Remy Boyz),Let It Rain
6,Heads Will Roll - A-Trak Remix Radio Edit,Begging
6,Maneater,Just One Day
6,Pony,You & Me
6,Ignition - Remix,Take Me Home
6,Let Me Blow Ya Mind,等等
6,Bring Em Out,Make It Nasty
6,A Milli,As You Are
6,Golden (feat. Sia),Melting
6,Boyfriend,In The Night
6,The Show Goes On,Fallin' Up
6,Still D.R.E.,Bad Together
6,Kiss Kiss,My Shining Star
6,Famous Last Words,Hands On Me
6,Original Prankster,Carolina
6,Imma Be,Don't Wanna Think
6,Holy Grail,Childs Play
6,Bad Ass,Midas Touch
6,Love The Way You Lie,Make a Move
6,No Hands (feat. Roscoe Dash and Wale) - Explicit Album Version,OMG
6,Pour It Up,Only You
6,Toxic,No One
6,Hollaback Girl,Good For You
6,Don't Tell 'Em,Glory And Gore
6,The Motto,Demons
6,Bandz A Make Her Dance,...Ready For It?
6,She Knows,Try Again
6,Headlines,Streamline
6,Can't Remember to Forget You,Wolves
6,Russian Roulette,Yesterday
6,The One,Veni Vidi Vici
6,Fancy,Chasing Cars
6,FourFiveSeconds,Strong
6,Viva La Vida,Some Type Of Love
6,Radar,Time After Time
6,Touch The Sky,Skyfall
6,Int'l Players Anthem (I Choose You),Sun Goes Up
6,All Of The Lights - (Remix),Fado Curvo
6,Green Light,Diva
6,I Write Sins Not Tragedies,Havana
6,Disturbia,Call Your Girlfriend
6,That's My Kind Of Night,Real Love
6,Beautiful Liar - Main Version / Album Version,LaserLight
6,Me And My Broken Heart,Work from Home
6,FU,Lost Boy
6,human,Teenage Dream
6,Little Lion Man,Dust Clears
6,Monster,Alone
6,Broken Crown,The Wave
6,Thistle & Weeds,Praying
6,Stars,Dark Horse
6,Where Are Ü Now,Brave
6,Chains,Most Girls
6,Hotline Bling,Fancy
6,Bounce It,Jump Up
6,Beware,Heart Attack
6,Duffle Bag Boy,Shower
6,Love Me,Close Your Eyes
6,Forever,I Will Always Love You
6,Pour It Up,Loose
6,Cabaret,Kiss the Sky
6,TKO,my boy
6,Take Back the Night,Snus
6,Dark Horse,Malibu
6,Roar,Señorita
6,Story of My Life,Drunk in Love
6,XO,Love Story
6,Beautiful Liar - Freemasons Remix Edit,Fireflies
6,Black Skinhead,ave maria
6,Burn,Last Dance
6,Anything Could Happen,Big Lie
6,Applause,Same Old Love
6,The Edge Of Glory - Foster The People Remix,Secret
6,Born This Way - DJ White Shadow Remix,Two Ghosts
6,Bad Romance - Grum Remix,Good As Hell
6,Poker Face - Space Cowboy Remix,Magic
6,Dog Days Are Over,Carolina
6,Gorilla (feat. R Kelly And Pharrell) - G-Mix,Please
6,Young Girls,Sometimes
6,Let's Go,Homesick
6,Clap Your Hands,Bored
6,Titanium (feat. Sia) - feat. Sia,Boom Da Boom
6,A Thousand Years,Planeten
6,A Thousand Miles (feat. Alex Goot),Bah
6,Princess of China,dimple
6,Next To Me,my boy
6,Don't Stop Me Now - Remastered,Blackbird
6,Lose Yourself to Dance,Lost On You
6,1979,Don't Stop
6,Babel,Tell Him
6,Whispers In The Dark,Wildest Dreams
6,I Will Wait,Home
6,Holland Road,Someone Like You
6,Ghosts That We Knew,Los Momentos
6,Lover Of The Light,Ho Hey
6,Lovers' Eyes,Broken Hearted Girl
6,Reminder,Tail of Prisma
6,Hopeless Wanderer,Get Up
6,Broken Crown,Sweet Child O' Mine
6,Below My Feet,Summer Of '69
6,Not With Haste,Back To Black
6,For Those Below,Torn
6,Where Are You Now,Give Your Heart A Break
6,"Get Low - feat. Nicki Minaj, Tyga & Flo Rida",Water Under the Bridge
6,Too Close,Livin' On A Prayer
6,Everybody Talks,Beautiful Day
6,Animal,When You're Gone
6,Wild Ones (feat. Sia),Varying Rain
6,Raise Your Glass,Don't Look Back in Anger
6,Stronger (What Doesn't Kill You),Hero
6,Catch My Breath - Cash Cash Remix,Carry On
6,Don't Stop Believin',I Wanna Dance With Somebody - Who Loves Me
6,Footloose,Party In The U.S.A.
6,Toxicity,All of Me
6,We Got The Beat,SexyBack
6,On The Floor,Teenage Dream
6,Only Girl (In The World),Smooth
6,We Are The Champions - Remastered 2011,Take Me To Church
6,Chariots Of Fire,Umbrella
6,Fanfare for the Common Man,Nicotine
6,Battle Scars,How to Save a Life
6,Battlefield,Broken Strings
6,The Sweet Escape - Konvict Remix,Give Me Everything
6,I Ran (So Far Away),Going Under
6,Whip My Hair,Set Fire to the Rain
6,You Make My Dreams - Remastered,Hello
6,We Can't Stop,Headfucker
6,Love Money Party,Bored
6,Do My Thang,POWER
6,Bang Bang,Feel It Still
6,All About That Bass,Toxic
6,Tiger Striped Sky,On The Floor
6,You're So Beautiful (Original Version) [feat. Jussie Smollett],Lights
6,Locked Away,Te Amo
6,Powerful (feat. Ellie Goulding & Tarrus Riley),Born This Way
6,Like I'm Gonna Lose You,Domino
6,Same Old Love,Just the Way You Are
6,I Love L.A.,Empire State Of Mind
6,Brave,I Will Wait
6,Lay Me Down,Bleeding Love
6,Conqueror (feat. Estelle and Jussie Smollett),She Will Be Loved - Demo
6,We Both Know,I'm Yours
6,Never Fade,Baby
6,Morning Sun,Photograph
6,What This World Is Coming To (feat. Beck),I Want It That Way
6,Welcome to the Black Parade,The Scientist
6,Work It,Closer
6,Get Ur Freak On,I Gotta Feeling
6,Empire State Of Mind,The Show Must Go On
6,Can't Get You Out Of My Head,Rolling in the Deep
6,1234,Best Day Of My Life
6,My Love,Paradise
6,Family Affair,Amsterdam
6,Knock You Down,Digg It
6,Snow (Hey Oh) - Hey Oh Album Version,Beautiful Girls
6,Californication,No Scrubs
6,Every Morning,Fell In Love With A Girl
6,These Words,Don't Try So Hard
6,Ridin',Where Is the Love?
6,Prom Queen,One More Time
6,Cyclone,Wavin' Flag
6,Ayo Technology,I'm a Believer
6,Superstar (feat. Matthew Santos),Ben
6,Holy Spirit,Bring It To Jesus
6,"Stay ""Trap Style"" (Originally by Rihanna)",Super Bass
6,Adventure Of A Lifetime,Best I Ever Had
6,Area,Empire State Of Mind
6,Bounce Back,Without
7,Rainbow In The Dark,Baba O'Riley
7,One,Highway to Hell
7,The Day That Never Comes,Comfortably Numb
7,The Unforgiven III,Enter Sandman
7,Turn The Page,A Human Body
7,Tuesday's Gone,Sweet Child O' Mine
7,Seek & Destroy - Remastered,Black Dog
7,Until It Sleeps,Free Bird
7,Hero Of The Day,Rocket Man - 03
7,Master Of Puppets,Space Oddity
7,The Unforgiven,Fight
7,Wherever I May Roam,Paint It Black
7,Nothing Else Matters,Smoke On the Water
7,The Memory Remains,Walk This Way
7,The Unforgiven II,Sweet Emotion
7,Low Man's Lyric,Pour Some Sugar on Me
7,Ride The Lightning - Remastered,Eye of the Tiger
7,For Whom The Bell Tolls - Remastered,Seventh Son
7,Fade To Black - Remastered,Stairway To Heaven
7,The Call Of Ktulu - Remastered,Imagine
7,About A Girl,Dream On
7,Come As You Are,November Rain
7,Pennyroyal Tea,More Than a Feeling
7,Polly,Hotel California
7,Something In The Way,Wish You Were Here
7,Plateau,American Pie
7,Oh Me,Born to Run
7,Lake Of Fire,The Sounds Of Silence
7,All Apologies,In the Air Tonight
7,Where Did You Sleep Last Night,We Will Rock You
7,Free Fallin',Piano Man
7,Alive,Underground
7,Black,We Didn't Start the Fire
7,Jeremy,Tuesday's Gone
7,Oceans,Welcome To The Jungle
7,Garden,Whole Lotta Love
7,Hunger Strike,Can't Fight This Feeling
7,Rooster,Once
7,Man in the Box,Riders On The Storm
7,The Trooper - 1998 Remastered Version,Light My Fire
7,War Pigs - Basement Tape,I Still Haven't Found What I'm Looking For
7,Hallowed Be Thy Name - 1998 Remastered Version,You Give Love A Bad Name
7,Silent Lucidity - 2003 - Remaster,Run to the Hills - Live
7,Youth Gone Wild,Fade to Black
7,18 And Life,"Mama, I'm Coming Home"
7,Heaven and Hell - Remastered Version,Here I Go Again
7,Lonely Is the Word - Remastered Version,(I Can’t Get No) Satisfaction
7,Voodoo - Remastered Version,(Don't Fear) The Reaper
7,I - Remastered Version,"Another Brick in the Wall, Pt. 1"
7,Shadow Of The Wind,A Winter's Tale
7,Changes,Somebody To Love - Live
7,Suicide Solution,Paranoid
7,Goodbye To Romance,Kryptonite
7,Over the Mountain,Californication
7,Flying High Again,Tears in Heaven
7,Diary of a Madman - Remastered,It's My Life
7,Bark at the Moon,Carry on Wayward Son
7,You're No Different,Still Loving You
7,Rock 'n' Roll Rebel,Come As You Are
7,"Mama, I'm Coming Home",Losing My Religion
7,No More Tears,Hysteria
7,Time After Time,Karma Police
7,Road to Nowhere,Creep
7,Perry Mason,Personal Jesus
7,I Just Want You,Black Hole Sun
7,Thunder Underground,The Unforgiven
7,See You on the Other Side,The Final Countdown
7,Dreamer,Back in Black
7,Afraid To Shoot Strangers - 1998 Remastered Version,Born In The U.S.A.
7,Blood Brothers,Money For Nothing
7,Vermilion Pt. 2,All Star
7,Duality,High Hopes
7,Swallowed - Remastered,TNT
7,Machinehead - Remastered,My Generation
7,Glycerine - Remastered,I Want To Tell You - Remastered
7,Man On The Silver Mountain,Lucille
7,Here I Go Again 87 - 2017 Remastered Version,Lucille
7,"Blaze Of Glory - From ""Young Guns II"" Soundtrack",Lucille
7,Dream On,Lucille
7,Sweet Emotion,Strawberry Fields Forever - Take 7
7,Come Together,I Feel Fine
7,Stairway To Heaven,Bésame Mucho
7,Rebel Yell,A Day In The Life - Remix
7,Runnin' Down A Dream,I Want You (She's So Heavy) - Remastered
7,Mary Jane's Last Dance,Norwegian Wood (This Bird Has Flown) - Remastered
7,Nights In White Satin - Single Version / Mono Mix,Misery
7,Tush - 2006 Remastered Version,Across The Universe - Remastered
7,Comin' Home,Lucille
7,Mr. Banker - Demo Version,While My Guitar Gently Weeps
7,Down South Jukin' - Demo Version,Besame Mucho
7,Tuesday's Gone,"Ob-La-Di, Ob-La-Da - Remastered"
7,Things Goin' On,PS. I Love You
7,Free Bird,Lucy In The Sky With Diamonds - Remix
7,Sweet Home Alabama,I'll Follow The Sun
7,Was I Right Or Wrong,Sgt. Pepper's Lonely Hearts Club Band - Remix
7,Don't Ask Me No Questions,With A Little Help From My Friends - Remix
7,Swamp Music,Misery
7,The Ballad Of Curtis Loew,Besame Mucho
7,Call Me The Breeze,Twist and Shout
7,Saturday Night Special,A Hard Day's Night
7,Made In The Shade,Misery
7,(I Got The) Same Old Blues,Lucille
7,Georgia Peaches,Janie's Got A Gun
7,What's Your Name,London Town
7,That Smell,Maybe I'm Amazed
7,You Got That Right,Live And Let Die
7,Cum on Feel the Noize,No More Lonely Nights
7,I Drink Alone,Jet
7,"One Bourbon, One Scotch, One Beer",Letting Go
7,Stranglehold,Yesterday
7,Cat Scratch Fever,Ebony And Ivory - Live
7,(Don't Fear) The Reaper,Say Say Say
7,Burnin' for You,Tug Of War
7,Tom Sawyer,The Long And Winding Road
7,The Spirit Of Radio,Maybe I'm Amazed
7,Simple Man,Every Night
7,Carry on Wayward Son,What's That You're Doing? - Remixed 2015
7,Bad Company - 2015 Remastered Version,I Saw Her Standing There
7,Feel Like Makin' Love - 2015 Remastered Version,Heartbeat
7,Shooting Star - 2015 Remastered Version,Ain't No Sunshine
7,What You Give,The Best
7,Paradise,River Deep Mountain High
7,Hard Luck Woman,What's Love Got to Do with It
7,Night Life,Fantasy
7,Crazy,Free Fallin'
7,"Mammas, Don't Let Your Babies Grow Up to Be Cowboys",Tiny Dancer
7,Georgia On My Mind,Edge of Seventeen
7,On the Road Again,Summer Of '69
7,Always On My Mind,Hey There Delilah
7,Nothin' But A Good Time - 2006 - Remaster,Hurts So Good
7,Every Rose Has Its Thorn - 2003 - Remaster,Jack & Diane
7,Can't You See,Walking In Memphis
7,Wagon Wheel,Your Song
7,More Than a Feeling,Miss You Like Crazy
7,Peace of Mind,Patience
7,Dust in the Wind,Get on the Floor
7,Carry On Wayward Son,Mole
7,Come Sail Away,American Woman
7,Gimme Three Steps,Born to Be Wild
7,Smooth,Take It Easy
7,Oye Como Va,Break On Through (To The Other Side)
7,Black Magic Woman,Gimme Shelter
7,Evil Ways,Won't Get Fooled Again
7,Jingo - Single Version,Ben
7,Samba Pa Ti,Through The Fire And Flames
7,Cocaine,Welcome to the Black Parade
7,Wonderful Tonight,Immigrant Song
7,My Father's Eyes,War Pigs
7,Tears In Heaven,Killing In The Name
7,Lonely Stranger,Fly Like an Eagle
7,Nobody Knows You When You're Down And Out,Magic Carpet Ride
7,Layla,Mississippi Queen
7,Running On Faith,Layla
7,Walkin' Blues,Friends
7,Alberta,London Calling
7,San Francisco Bay Blues,I Don't Want to Miss a Thing - Pop Mix
7,Malted Milk,What You Want
7,Old Love,Have You Ever Seen The Rain?
7,Rollin' & Tumblin',Down On The Corner
7,You Are So Beautiful,Fortunate Son
7,You Can Leave Your Hat On,Bad Moon Rising
7,With A Little Help From My Friends,Lodi
7,Pride and Joy,Susie Q
7,Texas Flood,Proud Mary
7,Luckiest Man,Green River
7,Black Betty,I Put a Spell On You
7,All I Can Do Is Write About It,Midnight Special
7,Be Careful With a Fool,Don't Look Back in Anger
7,Mojo Boogie,Champagne Supernova - Remastered
7,I'd Love To Change The World,Wonderwall
7,Black Diamond - Live,Hey Baby
7,Comfortably Numb,Surfin' U.S.A.
7,All Along the Watchtower,God Only Knows
7,Highway Star,Good Vibrations
7,Little Wing,Wouldn't It Be Nice
7,Killer Queen - Remastered 2011,The Rain Song
7,YYZ - Live In Canada / 1980,Hotel California
7,In My Dreams (Re-Recorded / Remastered),Over The Hills And Far Away
7,School's Out,Good Times Bad Times
7,Don't Stop Believin',D'yer Mak'er
7,Paradise City,Going To California
7,Sweet Child O' Mine,Trampled Under Foot
7,Live And Let Die,Achilles Last Stand
7,Nobody's Fool,Black Velvet
7,Rock You Like A Hurricane,Old Time Rock & Roll
7,The Zoo,La Grange
7,No One Like You,Sharp Dressed Man
7,Still Loving You - Single Version,Gimme All Your Lovin'
7,Big City Nights,Don't Stop Believin'
7,Rhythm Of Love,Brown Eyed Girl
7,Wind Of Change,American Girl
7,Send Me An Angel,Take the Money and Run
7,Alien Nation - Edit,The Boys Are Back In Town
7,Holiday,Feels Like the First Time
7,Metal Health (Bang Your Head),Urgent
7,Cum on Feel the Noize,Born In The U.S.A.
7,White Wedding - Pt. 1,Werewolves of London
7,"Rock and Roll, Hoochie Koo",Peaceful Easy Feeling
7,House Of The Rising Sun,Lyin' Eyes
7,Won't Get Fooled Again - Remix,Never Going Back Again - Live
7,Paint It Black,The Minstrel's Prayer
7,Long Cool Woman (In A Black Dress) - 1999 Remastered Version,Down
7,For What It's Worth,More Than a Feeling
7,Take It Easy,Carry on Wayward Son
7,Witchy Woman,Smoke On the Water
7,Peaceful Easy Feeling,Old Man
7,Tequila Sunrise,The Painter
7,Lyin' Eyes,Dancing In The Dark
7,Hotel California - Remastered,Sweet Caroline
7,The Camera Eye - Live In Cleveland - MP Version,Dust In The Wind
7,The Night,Like A Rolling Stone
7,Stuck In The Middle With You,Blowin' in the Wind
7,The Final Countdown,Mr. Tambourine Man
7,Jailbreak,Our House
7,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),Steel Rail Blues
7,The Jack,Carefree Highway
7,T.N.T.,Take It To The Limit
7,Dirty Deeds Done Dirt Cheap,These Eyes
7,Let There Be Rock,Imagine
7,Whole Lotta Rosie,Can't You See
7,Highway to Hell,Fire On High
7,Hells Bells,Owner Of A Lonely Heart
7,Shoot to Thrill,House Of The Rising Sun
7,Back In Black,Blue Collar Man @ 2120
7,You Shook Me All Night Long,Solsbury Hill - Live
7,Rock and Roll Ain't Noise Pollution,Riders On The Storm
7,For Those About to Rock (We Salute You),Black Water
7,You Shook Me All Night Long,Refried Dreams
7,Hells Bells,DONE.
7,Who Made Who,Precious Memories
7,Thunderstruck,Chasing Cars
7,Hurt,Torn
7,I Walk the Line,Complicated
7,Folsom Prison Blues - Live,Home
7,Kryptonite,Rock You Like A Hurricane
7,The Sound Of Silence,Two Princes
7,The Body Of An American,Brother
7,Fortunate Son,Closer
7,Hold On Loosely,Use Somebody
7,Fortunate Son,Whiskey In The Jar
8,Maybe,Crisis
8,"I'ma Hata (feat. Waka Flocka, Tyler The Creator & Debo)",POWER
8,Birthday Song,Starships
8,Feds Watching,Say Sum
8,Used 2,Mask Off
8,Beez In The Trap,XO TOUR Llif3
8,Where U Been?,Ric Flair Drip
8,I Luv Dem Strippers,Childs Play
8,Yuck!,2 Pac and Biggie
8,Crack,MotorSport
8,Fork,What Im Sayin
8,Believe Me,Gucci Gang
8,6 Foot 7 Foot,NaNa
8,Blunt Blowin,Endeavor
8,Krazy,Black Beatles
8,V. 3005,Bodak Yellow
8,Work REMIX,Lit Thot
8,We Dem Boyz,Partition
8,Off The Floor,Mercy
8,Loyal,Phone Down
8,Don't Tell 'Em,Pop Style
8,Booty Me Down,HUMBLE.
8,Ayy Ladies,DNA.
8,Make It Rain,ELEMENT.
8,Rack City,Bounce Back
8,Faded,It's A Vibe
8,Dope,Loyal
8,All Me,my boy
8,Clique,Hotline Bling
8,Mona Lisa,Jumpman
8,Roll Up,One Dance
8,No Sleep,Life
8,Candy Rain,Slide
8,Bottoms Up - feat. Nicki Minaj,Foreva
8,She Ain't You,Moves
8,No Hands (feat. Roscoe Dash and Wale) - Explicit Album Version,Big Rings
8,Grove St. Party - feat. Kebo Gotti [Explicit Album Version],Light Up
8,Money Baby,Out
8,I Don't Like (Remix),Work
8,Diamonds,"Me, Myself & I"
8,Where Have You Been,rockstar
8,Numb,4Life
8,Jump,Black Mass
8,What Now,Element
8,Talk That Talk,Panda
8,We Found Love,2 Phones
8,Cockiness (Love It),This the Way
8,Birthday Cake,Cold
8,S&M,Go Flex
8,Only Girl (In The World),Talk
8,Hard,Congratulations
8,Umbrella,Element
8,Don't Stop The Music,Go Flex
8,Shut Up And Drive,Ghost
8,Rehab,Mo Bamba
8,SOS,POW!
8,Drunk in Love,Pretend
8,Partition,Same Old Love
8,Countdown,A Ella
8,End of Time,One Chance
8,It's Nothin - feat. 2 Chainz,Carolina
8,Bandz A Make Her Dance,Big Foot
8,All The Way Turnt Up,In The Night
8,Donk,Pump It
8,Pop That,Secret
8,I Wanna Rock,Neheb N3ch Hayati
8,Stupid Hoe,Kiss the Sky
8,Hey Ya! - Radio Mix / Club Mix,19 You + Me
8,Who Do You Love?,Going Under
8,Forever,One Time
8,She Will,OMG
8,Hannah Montana,Carolina
8,Hunter,Raw
8,Lemme See,Sunshine
8,My Last,Love You Long Time
8,Candy Rain (feat. Billy Bang),Lush Life
8,Video Phone,Last Dance
8,Applause,Take A Breath
8,Poker Face,Afrika
8,Just Dance,Shameless
8,Party Rock Anthem,The Ride
8,Sorry For Party Rocking,I Love College
8,Shots,Somebody That I Used To Know
8,Fight Night,One More Night
8,Let It Rock,Starboy
8,Right Round - feat. Ke$ha,Shape of You
8,Lifestyle,Havana
8,Tapout,Memories
8,Pretty Wings - uncut,Perfect
8,Chandelier,Thinking Out Loud
8,Turn My Swag On,my boy
8,Booty Got Swag,Tentación
8,"Work Hard, Play Hard",Havana
8,Black And Yellow,Through With You
8,305 To My City,Finesse
8,Tuscan Leather,Ignition
8,Worst Behavior,Yeah!
8,Headlines,Royals
8,We'll Be Fine,We Found Love
8,HYFR (Hell Ya Fucking Right),Jump Up
8,Over,Low
8,The Motto,No One
8,All Of The Lights,Diamonds
8,EveryGirl In The World,Halo
8,Rich As Fuck,Rolling in the Deep
8,Bill Gates,Super Bass
8,Lollipop,Wherever You Will Go
8,Stuntin' Like My Daddy - Street,Numb
8,Trophies,How to Save a Life
8,Grindin',The Way I Am
8,No Flex Zone,Best of You
8,We Still In This Bitch (feat. T.I. and Juicy J),Viva La Vida
8,Womanizer,Hot In Herre
8,Take It To The Head,Mr. Brightside
8,2 Bitches,Bad Romance
8,2 On,Wrecking Ball
8,Poison,Firework
8,Work B**ch,Rude
8,I Wanna Go,Party Rock Anthem
8,Handsome And Wealthy,Uptown Funk
8,Freak No More,All of Me
8,3,Just the Way You Are
8,IV. sweatpants,Intro
8,Break Free,Radioactive
8,All The Time,The Town
8,Turn On The Lights,I Gotta Feeling
8,Karate Chop (Remix),Baby
8,Sh!t,Chandelier
8,Tony Montana,Real Love
8,Dance (A$$) Remix,Closer
8,Set Fire to the Rain,U Can't Touch This
8,Someone Like You,Pretty Girl Rock
8,Rolling in the Deep,Work from Home
8,Rumour Has It,Hips Don't Lie
8,Chasing Pavements,Don't Stop Believin'
8,King Sh*t,All Star
8,F-U,Ben
8,Act Right,Lose Yourself
8,LeBron James,Complicated
8,I Got Dat Sack,Poker Face
8,Sorry,Single Ladies
8,Don't Come Around,Bad Blood
8,Main Chic,Lick
8,36,Stressed Out
8,Communication,Heathens
8,Jack Tripper,Can't Stop the Feeling
8,Stoner - Flosstradamus Remix,Love Yourself
8,Type of Way,Bang Bang
8,Panties To The Side,Someone Like You
8,Till the World Ends,Say Something
8,Hoe (feat. YG & Yo Gotti),Take Me To Church
8,Drank In My Cup,Locked Out Of Heaven
8,Shabba,When I Was Your Man
8,Murda Something,Counting Stars
8,Dump Dump,Ho Hey
8,Let It Go,Pegs
8,Climax,Royals
8,Cut Her Off,Timber
8,Bounce It,Pour It Up
8,Tom Ford,7 Years
8,F*ckwithmeyouknowigotit,Just Dance
8,Beach Is Better,Roar
8,Ready (feat. Future),Hitchhiker
8,Steady Mobbin,Get Em
8,Young and Gettin It - Coke Boyz Remix,One Touch
8,"Kilo [feat. French Montana, Yo Gotti & Louie V Gutta]",Thunder
8,Did It On’em,Gangnam Style (강남스타일)
8,2AM.,Fancy
8,No Type,Call Me Maybe
8,Hold Up,Poison
8,Tuesday (feat. Drake),The Hills
8,Sex You,Waves
8,Its Just Us,Can't Feel My Face
8,Sexy Lady,What Do You Mean?
8,Turn Down for What - Official Remix,Wolves
8,Swimming Pools (Drank) - Extended Version,Truth Hurts
8,John,Hands On Me
8,We,Dark Horse
8,Maneuvering,Begging
8,Whip It (Freestyle),Again Again
8,New Flame,As You Are
8,Lotus Flower Bomb - feat. Miguel,Driving
8,Say Something (Featuring Drake),Butterfly
8,There Goes My Baby,You & Me
8,Love More,Make It Nasty
8,Wobble,Lift Me Up
8,Cupid Shuffle,Collide
8,Hot N*gga,Make It Nasty
8,I'm Thuggin,Olé
8,Numb,Begging
8,I. crawl,Memphis
8,I. the party,Raw
8,II. no exit,Vitrier
8,II. zealots of stockholm [free information],Twenty Eight
8,I. pink toes,A Walk In The Park
8,II. earth: the oldest computer (the last night),No Police
8,Too Much (feat. Lizzle & Trey Songz),Can’t Forget
8,Would U Do,Anymore
8,Let's Get It (feat. Ty Dolla $ign and Wiz Khalifa),Six Feet Under
8,Bobby Bitch,Donde No Se Vea
8,U Guessed It,A Good Heart
8,Deep Down Inside - Original Mix,Don't Bother
8,On To The Next One,Love Me
8,H•A•M,Whisper
8,Black Skinhead,Helicoptero
8,Why Don't You Love Me,Stand By Me - Remix
8,Only,Eraser
8,No Worries,Women vs. Men
8,Do It,Carry Me Home
8,Hold You Down,The A Team
8,Try Me,All I Got
8,Scream & Shout,Why?
8,Scream & Shout,Pull up Late
8,Boom Boom Pow,Ain't So Low
8,Go DJ,Gooo!
8,Paradise,Get Back
8,We Them Niggas,Disco Rekah
8,Sexy And I Know It,The Walk
8,Mind Right,Diles
8,CoCo,Fuck Um
8,How Will I Know,Tamale
8,One Nation Under a Groove,Pa Ti
8,Ring My Bell,The Colonel
8,It Takes Two (Re-Recorded / Remastered),Let It Slide
8,Blowin Money Fast (BMF),1z
8,Blah Blah Blah,Hey Mama
8,Shake Ya Ass,Negative
8,24 Hours,Action
8,Can't Trust Thots,Attention
8,"Airtime (feat. Sean Garrett, Future, Lou Williams, & Rocko)",first take
8,Magic - Remix,Foreal
8,Like A Man (feat. Rich Homie Quan),Booty Booty
8,I'm Awesome,Loba
8,Trillmatic,Made In The USA
8,Preach,Power
8,Nasty,Never Again
8,I'm Goin In,Sass Pancakes
8,Take Kare,Friendly Skies - Interview
8,Bitches N Marijuana,Im The shit
8,"Touchin, Lovin (feat. Nicki Minaj)",watch
9,Reptilia,Learn to Fly
9,Feels Like We Only Go Backwards,Best of You
9,Hotel California - Remastered,Seven Nation Army
9,More Than a Feeling,All My Life
9,Separate Ways (Worlds Apart),Enter Sandman
9,Juke Box Hero,The Pretender
9,1979,My Hero
9,YYZ,Sweet Child O' Mine
9,Sultans Of Swing,Back in Black
9,Spiderhead,Above the Sun
9,Cry Baby,Highway to Hell
9,Come a Little Closer,Make It Out
9,You Only Live Once,Stairway To Heaven
9,All These Things That I've Done,To Brooklyn
9,Heathrow,It's A Long Way to the Top (If You Wanna Rock 'N' Roll)
9,Paint It Black,Above the Sun
9,"Metropolis - Part I [""The Miracle And The Sleeper""]",Whole Lotta Love
9,Rock the Casbah - Remastered,Paint It Black
9,Are You Gonna Be My Girl,Another Brick in the Wall (Part 2)
9,Nothing Else Matters,Immigrant Song
9,"Another Brick in the Wall, Pt. 2",Go With The Flow
9,The One Moment,Money For Nothing
9,Buckle,Once
9,Feathergun in the Garden of the Sun,Oompa Loompa
9,If You Wanna,Piano Man
9,Cardiac Arrest,Fearless
9,Heathens,No One Knows
9,Bored To Death,Bad to Me
9,Ocean Avenue,(I Can’t Get No) Satisfaction
9,The Hurt Is Gone,Perron de Madre
9,Californication,American Idiot
9,Under The Bridge,Rocket Man (I Think It's Going To Be A Long Long Time)
9,Perfect Score,Voodoo Child (Slight Return)
9,Secrets,Born to Be Wild
9,Carry On,Gimme Shelter
9,Houdini,Layla
9,Pumped Up Kicks,Riders On The Storm
9,Welcome To Your Life,Free Bird
9,Borderlines And Aliens,Bad Moon Rising
9,The Struggle,Alive
9,Radioactive,Above the Sun
9,Soundcheck,The Joker
9,Postpone,Take It Easy
9,Los Angeles,The Scientist
9,Roll with the Changes,Fix You
9,Althea,Black Hole Sun
9,She's Out Of Her Mind,Killing In The Name
9,Scarlet Begonias,Our God Is Here
9,All You Are Is History,Californication
9,Tom Sawyer,Basket Case
9,The Middle,Paranoid
