name,pid,num_tracks,num_holdouts,holdout_ratio
Margaritaville,1008495,119,94,0.7899159663865546
Good Music,1008500,214,189,0.883177570093458
rock,1008521,157,132,0.8407643312101911
Slow,1008532,168,143,0.8511904761904762
rap,1008534,235,210,0.8936170212765957
happy,1008536,104,79,0.7596153846153846
vibes,1008545,101,76,0.7524752475247525
Mix,1008546,132,107,0.8106060606060606
Something New,1008548,122,97,0.7950819672131147
Real country ,1008559,121,96,0.7933884297520661
guilty,1008560,125,100,0.8
🔥🔥,1008569,123,98,0.7967479674796748
Other,1008578,154,129,0.8376623376623377
Country Girl,1008579,238,213,0.8949579831932774
80's Favorites,1008597,172,147,0.8546511627906976
morning playlist,1008600,142,117,0.823943661971831
edm,1008609,177,152,0.8587570621468926
summer 17 ,1008610,141,116,0.8226950354609929
BUS MUSIC,1008611,136,111,0.8161764705882353
Sleep,1008615,198,173,0.8737373737373737
TUNES,1008622,116,91,0.7844827586206896
In my head,1008624,127,102,0.8031496062992126
Rap,1008634,170,145,0.8529411764705882
michelle ,1008642,204,179,0.8774509803921569
Daily Mix 1,1008654,165,140,0.8484848484848485
Beach,1008670,210,185,0.8809523809523809
best,1008686,117,92,0.7863247863247863
Screamo,1008687,133,108,0.8120300751879699
Random,1008691,235,210,0.8936170212765957
Kaitlyn ,1008697,127,102,0.8031496062992126
All,1008700,209,184,0.8803827751196173
Gym,1008730,143,118,0.8251748251748252
Ultimate Playlist,1008745,104,79,0.7596153846153846
Beach,1008749,184,159,0.8641304347826086
The feels.,1008755,162,137,0.845679012345679
Disney Favorites ,1008759,153,128,0.8366013071895425
Good Things ,1008780,113,88,0.7787610619469026
Taylor,1008784,128,103,0.8046875
Slow,1008792,156,131,0.8397435897435898
Happy Holidays!,1008815,135,110,0.8148148148148148
Life Is Beautiful,1008823,131,106,0.8091603053435115
Rap/Pop,1008834,150,125,0.8333333333333334
Groovin,1008839,118,93,0.788135593220339
JAMS,1008841,125,100,0.8
PG,1008843,183,158,0.8633879781420765
on repeat,1008864,184,159,0.8641304347826086
Worship..,1008867,155,130,0.8387096774193549
80s Jams,1008869,117,92,0.7863247863247863
¯\_(ツ)_/¯,1008872,130,105,0.8076923076923077
90s,1008881,134,109,0.8134328358208955
oldies but goodies,1008889,113,88,0.7787610619469026
Wub Wub,1008890,173,148,0.8554913294797688
Hippity Hop,1008891,112,87,0.7767857142857143
Random Songs,1008907,233,208,0.8927038626609443
homework,1008909,187,162,0.8663101604278075
singing,1008913,168,143,0.8511904761904762
LISTEN!,1008920,220,195,0.8863636363636364
Maui,1008926,156,131,0.8397435897435898
mellow songs,1008928,111,86,0.7747747747747747
rap and stuff,1008930,145,120,0.8275862068965517
Drops of Jupiter,1008931,143,118,0.8251748251748252
Litty,1008937,181,156,0.861878453038674
other,1008960,131,106,0.8091603053435115
windows down,1008973,240,215,0.8958333333333334
Playlist,1008997,114,89,0.7807017543859649
Gavin DeGraw ,1008998,182,157,0.8626373626373627
Classics ,1009005,161,136,0.84472049689441
Rap/Hiphop,1009008,160,135,0.84375
Feel good,1009018,228,203,0.8903508771929824
Dance,1009020,157,132,0.8407643312101911
Eighties,1009048,128,103,0.8046875
Toni ,1009061,146,121,0.8287671232876712
Spin Class,1009065,103,78,0.7572815533980582
90s,1009066,188,163,0.8670212765957447
Piano man,1009069,208,183,0.8798076923076923
Katie,1009074,147,122,0.8299319727891157
lalaland,1009075,147,122,0.8299319727891157
Just Listen,1009079,142,117,0.823943661971831
Next,1009083,133,108,0.8120300751879699
road trip,1009101,139,114,0.8201438848920863
Current Music,1009103,119,94,0.7899159663865546
Dope,1009113,195,170,0.8717948717948718
bed time,1009115,132,107,0.8106060606060606
R&B/Soul,1009120,238,213,0.8949579831932774
old school,1009121,171,146,0.8538011695906432
Feels,1009140,140,115,0.8214285714285714
randoms ,1009143,186,161,0.8655913978494624
Discovered,1009154,101,76,0.7524752475247525
Pop,1009155,138,113,0.8188405797101449
90s,1009160,122,97,0.7950819672131147
par,1009173,105,80,0.7619047619047619
EDM,1009177,169,144,0.8520710059171598
Workout,1009184,119,94,0.7899159663865546
West Coast,1009185,114,89,0.7807017543859649
Pump up ,1009187,116,91,0.7844827586206896
Rock,1009199,192,167,0.8697916666666666
Ben Howard,1009200,214,189,0.883177570093458
Poperas,1009207,117,92,0.7863247863247863
CLASSIC ROCK,1009258,150,125,0.8333333333333334
Oldies,1009271,183,158,0.8633879781420765
bluegrass,1009278,113,88,0.7787610619469026
Playlist1,1009284,155,130,0.8387096774193549
spring break 2k17,1009294,209,184,0.8803827751196173
yas,1009296,106,81,0.7641509433962265
neww,1009300,239,214,0.895397489539749
Broadway,1009301,148,123,0.831081081081081
Feel Good,1009303,132,107,0.8106060606060606
for laura,1009314,102,77,0.7549019607843137
💔💔,1009320,110,85,0.7727272727272727
FIFA,1009328,248,223,0.8991935483870968
SAD.,1009332,133,108,0.8120300751879699
way back,1009339,238,213,0.8949579831932774
Margaritaville,1009350,129,104,0.8062015503875969
camping,1009358,113,88,0.7787610619469026
ayeee,1009359,204,179,0.8774509803921569
best mix ,1009368,144,119,0.8263888888888888
lit,1009370,188,163,0.8670212765957447
snowboarding,1009375,186,161,0.8655913978494624
Alternative Music,1009378,142,117,0.823943661971831
feels,1009389,144,119,0.8263888888888888
Pop punk,1009397,226,201,0.8893805309734514
me ,1009410,160,135,0.84375
KINGS,1009412,107,82,0.7663551401869159
70's Rock,1009414,164,139,0.8475609756097561
RAP,1009417,182,157,0.8626373626373627
Pumped,1009423,135,110,0.8148148148148148
KANYE,1009432,151,126,0.8344370860927153
Alternative,1009433,136,111,0.8161764705882353
Coachella 2015,1009437,169,144,0.8520710059171598
work,1009440,117,92,0.7863247863247863
Country af,1009446,166,141,0.8493975903614458
wedding songs,1009449,167,142,0.8502994011976048
My girls,1009464,172,147,0.8546511627906976
thinking out loud,1009467,102,77,0.7549019607843137
D&B,1009486,147,122,0.8299319727891157
A Good Playlist,1009495,168,143,0.8511904761904762
Blood,1009499,218,193,0.8853211009174312
Popular,1009506,111,86,0.7747747747747747
2015,1009510,168,143,0.8511904761904762
Mix,1009519,139,114,0.8201438848920863
comida,1009533,107,82,0.7663551401869159
november 2016,1009534,112,87,0.7767857142857143
love it,1009553,164,139,0.8475609756097561
VIBIN,1009562,208,183,0.8798076923076923
Shower,1009567,158,133,0.8417721518987342
car ride,1009579,115,90,0.782608695652174
halloween 2016,1009583,136,111,0.8161764705882353
FALL WINTER 2016,1009595,116,91,0.7844827586206896
road trip,1009598,129,104,0.8062015503875969
i like ,1009615,119,94,0.7899159663865546
✨✨✨,1009619,198,173,0.8737373737373737
Roadtrip Playlist,1009621,136,111,0.8161764705882353
Classic Country,1009625,173,148,0.8554913294797688
I'm on a boat,1009626,117,92,0.7863247863247863
80's Hits,1009632,167,142,0.8502994011976048
Work,1009654,196,171,0.8724489795918368
Work It,1009662,132,107,0.8106060606060606
Church,1009669,139,114,0.8201438848920863
lit,1009671,215,190,0.8837209302325582
randomz,1009674,195,170,0.8717948717948718
senior year ,1009680,207,182,0.8792270531400966
BANGERS,1009681,161,136,0.84472049689441
Running Playlist,1009684,246,221,0.8983739837398373
Transfer,1009685,145,120,0.8275862068965517
Working Title,1009686,186,161,0.8655913978494624
Lovey Dovey,1009690,230,205,0.8913043478260869
Rock,1009703,209,184,0.8803827751196173
ey,1009709,112,87,0.7767857142857143
Alt Nation,1009712,111,86,0.7747747747747747
sad country,1009713,149,124,0.8322147651006712
Party Playlist,1009717,230,205,0.8913043478260869
worship,1009719,180,155,0.8611111111111112
COACHELLA,1009720,175,150,0.8571428571428571
yeet ,1009727,170,145,0.8529411764705882
workout jams,1009728,127,102,0.8031496062992126
party playlist,1009733,108,83,0.7685185185185185
stuff,1009737,145,120,0.8275862068965517
anything,1009745,132,107,0.8106060606060606
Mix,1009755,102,77,0.7549019607843137
chill vibez,1009756,161,136,0.84472049689441
Oldies,1009762,133,108,0.8120300751879699
Elle,1009763,140,115,0.8214285714285714
not rap ,1009770,170,145,0.8529411764705882
Beastmode,1009771,223,198,0.8878923766816144
Car ride,1009773,159,134,0.8427672955974843
Take your Time,1009784,192,167,0.8697916666666666
Indie/Alt ,1009786,176,151,0.8579545454545454
90's/00's,1009789,126,101,0.8015873015873016
throwback,1009811,104,79,0.7596153846153846
Hip hop ,1009815,215,190,0.8837209302325582
Musica Latina ,1009831,101,76,0.7524752475247525
bit of everything,1009832,123,98,0.7967479674796748
cave,1009856,119,94,0.7899159663865546
Carpool Karaoke,1009859,166,141,0.8493975903614458
listen,1009865,129,104,0.8062015503875969
fun music,1009868,164,139,0.8475609756097561
ACL 2017,1009873,110,85,0.7727272727272727
CAR,1009884,116,91,0.7844827586206896
Stressed Out,1009900,135,110,0.8148148148148148
litty,1009904,107,82,0.7663551401869159
workout,1009914,133,108,0.8120300751879699
party,1009930,205,180,0.8780487804878049
Oldies but goodies ,1009932,117,92,0.7863247863247863
rap,1009934,108,83,0.7685185185185185
Wake Me Up,1009953,103,78,0.7572815533980582
Throwbacks,1009966,114,89,0.7807017543859649
Oldies but Goodies,1009967,230,205,0.8913043478260869
EASY,1009968,152,127,0.8355263157894737
mood booster.,1009977,132,107,0.8106060606060606
Running,1009983,133,108,0.8120300751879699
oldies,1009995,119,94,0.7899159663865546
wedding bells,1009999,150,125,0.8333333333333334
Oldies,1010002,181,156,0.861878453038674
others ,1010009,123,98,0.7967479674796748
DISNEYLAND,1010011,113,88,0.7787610619469026
hype,1010013,205,180,0.8780487804878049
Me,1010019,141,116,0.8226950354609929
One of THOSE days...,1010048,170,145,0.8529411764705882
Worship Favorites,1010068,111,86,0.7747747747747747
Homework,1010072,132,107,0.8106060606060606
SUMMERRRR,1010077,190,165,0.868421052631579
Good Music,1010083,139,114,0.8201438848920863
idk,1010087,112,87,0.7767857142857143
Banda,1010089,193,168,0.8704663212435233
Classic Rock,1010093,174,149,0.8563218390804598
trappy,1010094,236,211,0.8940677966101694
SAVAGE,1010096,164,139,0.8475609756097561
rap,1010098,201,176,0.8756218905472637
Español,1010105,130,105,0.8076923076923077
Richard,1010110,140,115,0.8214285714285714
My world,1010111,105,80,0.7619047619047619
Early 2000s,1010120,118,93,0.788135593220339
The Classics,1010125,164,139,0.8475609756097561
❤️,1010132,213,188,0.8826291079812206
chillout.,1010149,104,79,0.7596153846153846
sleep,1010152,120,95,0.7916666666666666
My music,1010155,206,181,0.8786407766990292
Classics,1010160,104,79,0.7596153846153846
Lauren,1010177,136,111,0.8161764705882353
Summer Hits,1010189,150,125,0.8333333333333334
80's,1010207,168,143,0.8511904761904762
❤️,1010208,138,113,0.8188405797101449
Christian,1010225,157,132,0.8407643312101911
workout,1010233,107,82,0.7663551401869159
Good Vibes,1010238,120,95,0.7916666666666666
jams,1010249,146,121,0.8287671232876712
Workout,1010252,162,137,0.845679012345679
Oldies,1010256,164,139,0.8475609756097561
Disney songs,1010261,119,94,0.7899159663865546
1999,1010262,109,84,0.7706422018348624
Tropical,1010263,138,113,0.8188405797101449
good music ,1010274,108,83,0.7685185185185185
boys suck,1010282,148,123,0.831081081081081
running,1010288,108,83,0.7685185185185185
Music,1010290,125,100,0.8
Old Music,1010292,171,146,0.8538011695906432
Old School,1010302,227,202,0.8898678414096917
Feelin Good,1010319,127,102,0.8031496062992126
party 1,1010328,237,212,0.8945147679324894
Christmas,1010329,117,92,0.7863247863247863
Turnip,1010332,102,77,0.7549019607843137
Worship,1010334,131,106,0.8091603053435115
2014,1010336,195,170,0.8717948717948718
My Jam.,1010343,184,159,0.8641304347826086
Cream,1010349,146,121,0.8287671232876712
K-POP,1010351,172,147,0.8546511627906976
happy happy happy,1010353,157,132,0.8407643312101911
banda,1010357,229,204,0.8908296943231441
caviar,1010366,153,128,0.8366013071895425
IT'S LIT ,1010375,222,197,0.8873873873873874
jam!,1010381,142,117,0.823943661971831
Summer,1010400,118,93,0.788135593220339
The Man,1010405,115,90,0.782608695652174
Some Stuff,1010408,102,77,0.7549019607843137
Christian,1010415,117,92,0.7863247863247863
indie,1010420,171,146,0.8538011695906432
Indie/Alt,1010428,197,172,0.8730964467005076
Play This At My Funeral,1010446,106,81,0.7641509433962265
Summer16,1010448,164,139,0.8475609756097561
Oldies,1010456,138,113,0.8188405797101449
Work,1010460,234,209,0.8931623931623932
throwbacks,1010461,105,80,0.7619047619047619
randoms,1010464,242,217,0.8966942148760331
Panda,1010513,132,107,0.8106060606060606
Summer Playlist,1010522,152,127,0.8355263157894737
FIRE,1010533,157,132,0.8407643312101911
Dance Jams,1010534,145,120,0.8275862068965517
cruisin,1010535,103,78,0.7572815533980582
SPRING BREAK,1010567,239,214,0.895397489539749
Pregame,1010568,229,204,0.8908296943231441
lowkey,1010570,154,129,0.8376623376623377
Kids,1010579,133,108,0.8120300751879699
relax,1010580,148,123,0.831081081081081
spanish,1010587,136,111,0.8161764705882353
Get Pumped,1010593,123,98,0.7967479674796748
Hangin,1010602,110,85,0.7727272727272727
random,1010604,107,82,0.7663551401869159
SOUNDS.,1010608,105,80,0.7619047619047619
90s,1010612,159,134,0.8427672955974843
toons,1010615,110,85,0.7727272727272727
Bonfire,1010619,222,197,0.8873873873873874
Kristen,1010626,106,81,0.7641509433962265
 THROWBACK ,1010630,172,147,0.8546511627906976
lexi,1010637,167,142,0.8502994011976048
Classic,1010640,192,167,0.8697916666666666
Roadtrip,1010643,200,175,0.875
Classics,1010649,247,222,0.8987854251012146
new wave.,1010659,228,203,0.8903508771929824
Happiness,1010666,227,202,0.8898678414096917
Classics,1010668,172,147,0.8546511627906976
feelin good,1010672,130,105,0.8076923076923077
2015,1010677,186,161,0.8655913978494624
Rap,1010684,102,77,0.7549019607843137
classic jams,1010685,108,83,0.7685185185185185
mood,1010699,104,79,0.7596153846153846
---,1010719,166,141,0.8493975903614458
Jams,1010722,141,116,0.8226950354609929
good music,1010736,216,191,0.8842592592592593
Praise and Worship,1010737,123,98,0.7967479674796748
nice stuff,1010759,129,104,0.8062015503875969
fav. Songs,1010760,136,111,0.8161764705882353
throwbacks ,1010765,126,101,0.8015873015873016
worship music,1010767,105,80,0.7619047619047619
My Style,1010770,176,151,0.8579545454545454
September '16,1010781,104,79,0.7596153846153846
Good Feels,1010795,134,109,0.8134328358208955
bump,1010797,127,102,0.8031496062992126
Relax,1010798,199,174,0.8743718592964824
Hip hop,1010802,152,127,0.8355263157894737
#fun,1010808,108,83,0.7685185185185185
HoodRat,1010812,114,89,0.7807017543859649
car ride,1010815,167,142,0.8502994011976048
vibes,1010818,156,131,0.8397435897435898
October,1010822,230,205,0.8913043478260869
Public,1010848,182,157,0.8626373626373627
alt,1010851,148,123,0.831081081081081
🖕🏻,1010855,152,127,0.8355263157894737
Take it Easy,1010865,106,81,0.7641509433962265
Rock/Punk,1010868,110,85,0.7727272727272727
Shut up and Dance,1010873,102,77,0.7549019607843137
jam sesh,1010874,157,132,0.8407643312101911
Spanish ,1010875,148,123,0.831081081081081
Throwbacks,1010876,126,101,0.8015873015873016
Alternative,1010882,105,80,0.7619047619047619
BPM,1010893,164,139,0.8475609756097561
summer 2017,1010906,198,173,0.8737373737373737
Josh,1010914,183,158,0.8633879781420765
ski trip,1010936,196,171,0.8724489795918368
Spring :),1010947,127,102,0.8031496062992126
Feel Good ,1010960,107,82,0.7663551401869159
Otherside,1010962,112,87,0.7767857142857143
throwback,1010975,106,81,0.7641509433962265
Quality,1010976,124,99,0.7983870967741935
Jay,1010978,114,89,0.7807017543859649
Classic Rock,1010991,105,80,0.7619047619047619
🔥🔥🔥🔥,1011007,158,133,0.8417721518987342
rn,1011009,102,77,0.7549019607843137
Spanish Playlist,1011012,225,200,0.8888888888888888
fall 2k17,1011024,201,176,0.8756218905472637
Oldies,1011029,112,87,0.7767857142857143
Slow,1011035,222,197,0.8873873873873874
chill?,1011038,192,167,0.8697916666666666
yeehaw,1011041,202,177,0.8762376237623762
Musicals,1011043,216,191,0.8842592592592593
Calm,1011056,111,86,0.7747747747747747
Indie Rock,1011072,112,87,0.7767857142857143
Party,1011073,140,115,0.8214285714285714
new,1011075,111,86,0.7747747747747747
Oldies,1011080,165,140,0.8484848484848485
sleepy,1011085,150,125,0.8333333333333334
Beach,1011087,137,112,0.8175182481751825
Listen.,1011089,191,166,0.8691099476439791
Mine,1011090,117,92,0.7863247863247863
2k16,1011102,137,112,0.8175182481751825
chillin,1011103,183,158,0.8633879781420765
Zach ,1011111,220,195,0.8863636363636364
Summer 2015 ,1011112,238,213,0.8949579831932774
rock II,1011117,217,192,0.8847926267281107
young,1011131,143,118,0.8251748251748252
Run,1011147,193,168,0.8704663212435233
My Country ,1011163,145,120,0.8275862068965517
songs to sing to,1011167,128,103,0.8046875
Summer!,1011175,124,99,0.7983870967741935
classics,1011177,119,94,0.7899159663865546
random crap ,1011180,109,84,0.7706422018348624
Tasty ,1011181,161,136,0.84472049689441
banda,1011183,206,181,0.8786407766990292
Anthem,1011198,128,103,0.8046875
jamz,1011216,108,83,0.7685185185185185
Throwback Rock,1011219,187,162,0.8663101604278075
Throw backs,1011233,176,151,0.8579545454545454
Rock MIX,1011235,165,140,0.8484848484848485
throwbacks,1011242,179,154,0.8603351955307262
Chill hop,1011250,135,110,0.8148148148148148
Throwback,1011261,106,81,0.7641509433962265
Reggeton,1011270,129,104,0.8062015503875969
Chicas,1011287,108,83,0.7685185185185185
Lit af,1011296,137,112,0.8175182481751825
reggaeton ,1011304,197,172,0.8730964467005076
Christmas,1011306,119,94,0.7899159663865546
My EDM,1011311,174,149,0.8563218390804598
New Rock!,1011314,197,172,0.8730964467005076
sunny day,1011317,138,113,0.8188405797101449
Bike,1011325,161,136,0.84472049689441
chill bill,1011330,102,77,0.7549019607843137
Alternative music,1011336,148,123,0.831081081081081
Jams,1011340,114,89,0.7807017543859649
70s and 80s,1011348,124,99,0.7983870967741935
Worship songs,1011360,178,153,0.8595505617977528
good stuff,1011379,146,121,0.8287671232876712
My Jams,1011390,102,77,0.7549019607843137
Music <3,1011420,157,132,0.8407643312101911
Party List,1011425,206,181,0.8786407766990292
Dirt Road,1011426,124,99,0.7983870967741935
Oldies but Goodies ,1011441,220,195,0.8863636363636364
melo,1011447,124,99,0.7983870967741935
Country Girl,1011449,153,128,0.8366013071895425
Yours,1011454,103,78,0.7572815533980582
raw,1011455,168,143,0.8511904761904762
Classic country,1011467,185,160,0.8648648648648649
disney ,1011483,122,97,0.7950819672131147
2014,1011484,103,78,0.7572815533980582
Road Trip,1011487,176,151,0.8579545454545454
For Us,1011488,176,151,0.8579545454545454
Vegas baby!!,1011496,132,107,0.8106060606060606
t h r o w b a c k,1011501,103,78,0.7572815533980582
beloved,1011503,161,136,0.84472049689441
24/7,1011512,115,90,0.782608695652174
Praise and worship,1011514,213,188,0.8826291079812206
90s hits,1011517,156,131,0.8397435897435898
Litty Titty,1011529,247,222,0.8987854251012146
shower,1011530,169,144,0.8520710059171598
stuff,1011553,174,149,0.8563218390804598
car,1011573,182,157,0.8626373626373627
boat,1011585,194,169,0.8711340206185567
THROW IT BACK ,1011595,226,201,0.8893805309734514
Holidays,1011599,119,94,0.7899159663865546
Hip-Hop,1011615,137,112,0.8175182481751825
swag,1011620,213,188,0.8826291079812206
litty,1011649,102,77,0.7549019607843137
BDAY,1011654,101,76,0.7524752475247525
Number One,1011657,133,108,0.8120300751879699
Oldies,1011675,182,157,0.8626373626373627
Classics,1011679,114,89,0.7807017543859649
Straight Fire,1011683,211,186,0.8815165876777251
King,1011684,204,179,0.8774509803921569
Connor,1011696,130,105,0.8076923076923077
Music,1011704,113,88,0.7787610619469026
Music,1011720,185,160,0.8648648648648649
Hype Rap,1011722,179,154,0.8603351955307262
oldies but goodies,1011731,148,123,0.831081081081081
Jam,1011750,154,129,0.8376623376623377
#12,1011756,149,124,0.8322147651006712
Red Hot Chili Peppers,1011772,194,169,0.8711340206185567
you & me.,1011774,153,128,0.8366013071895425
meow,1011795,208,183,0.8798076923076923
vibes ,1011796,217,192,0.8847926267281107
Hard Rock,1011800,208,183,0.8798076923076923
Older Country,1011801,109,84,0.7706422018348624
heal,1011811,209,184,0.8803827751196173
Gym,1011834,225,200,0.8888888888888888
turnt,1011837,154,129,0.8376623376623377
Edm 2,1011846,129,104,0.8062015503875969
Lake,1011859,131,106,0.8091603053435115
Matthew,1011863,232,207,0.8922413793103449
swish,1011866,155,130,0.8387096774193549
Madrid,1011870,175,150,0.8571428571428571
Road trip,1011875,141,116,0.8226950354609929
drive,1011879,196,171,0.8724489795918368
baby shower,1011891,105,80,0.7619047619047619
alternative,1011893,213,188,0.8826291079812206
SN,1011899,117,92,0.7863247863247863
Cruise Control,1011906,128,103,0.8046875
LOVE.,1011908,175,150,0.8571428571428571
Psych,1011910,112,87,0.7767857142857143
HOUSE PARTY,1011927,146,121,0.8287671232876712
Party,1011939,148,123,0.831081081081081
throwback,1011941,121,96,0.7933884297520661
awsome,1011948,138,113,0.8188405797101449
LIT��,1011950,104,79,0.7596153846153846
creative,1011964,175,150,0.8571428571428571
Gym,1011966,128,103,0.8046875
oldies.,1011971,113,88,0.7787610619469026
dope music,1012011,156,131,0.8397435897435898
throwback,1012014,145,120,0.8275862068965517
The Feels,1012018,131,106,0.8091603053435115
ha,1012028,126,101,0.8015873015873016
fun stuff,1012029,140,115,0.8214285714285714
korean,1012036,220,195,0.8863636363636364
feels,1012051,170,145,0.8529411764705882
Slow jams,1012060,117,92,0.7863247863247863
Uplifting,1012067,115,90,0.782608695652174
Wedding Band,1012073,148,123,0.831081081081081
Summer,1012076,146,121,0.8287671232876712
pt2,1012081,125,100,0.8
Slow Jams,1012093,157,132,0.8407643312101911
Throwbacks,1012098,182,157,0.8626373626373627
JAMS,1012112,114,89,0.7807017543859649
oldies,1012115,109,84,0.7706422018348624
Graduation playlist ,1012116,113,88,0.7787610619469026
Electro,1012117,106,81,0.7641509433962265
tbt,1012119,238,213,0.8949579831932774
Working,1012120,175,150,0.8571428571428571
hype,1012129,127,102,0.8031496062992126
Throwbacks,1012132,127,102,0.8031496062992126
Life,1012136,107,82,0.7663551401869159
for dan!,1012140,120,95,0.7916666666666666
oh,1012147,118,93,0.788135593220339
Crowd Pleasers,1012148,112,87,0.7767857142857143
rap,1012151,129,104,0.8062015503875969
tuna ,1012156,113,88,0.7787610619469026
italy,1012158,190,165,0.868421052631579
Rock,1012160,204,179,0.8774509803921569
Good Vibes,1012161,173,148,0.8554913294797688
Throwbacks,1012168,132,107,0.8106060606060606
rock,1012185,153,128,0.8366013071895425
Collaborative,1012186,184,159,0.8641304347826086
summer 2017,1012190,112,87,0.7767857142857143
Beach trip,1012193,117,92,0.7863247863247863
pop,1012196,112,87,0.7767857142857143
Fetty Wap,1012207,169,144,0.8520710059171598
K-POP,1012236,199,174,0.8743718592964824
11,1012247,104,79,0.7596153846153846
Winter 2016/2017,1012252,123,98,0.7967479674796748
CooL,1012253,159,134,0.8427672955974843
Rock n Roll,1012258,155,130,0.8387096774193549
DANCE,1012262,112,87,0.7767857142857143
miguel,1012268,171,146,0.8538011695906432
throwback,1012275,147,122,0.8299319727891157
good ole country,1012276,160,135,0.84375
Kt,1012285,119,94,0.7899159663865546
NYE,1012286,111,86,0.7747747747747747
YO YO YO,1012287,152,127,0.8355263157894737
wrap,1012292,119,94,0.7899159663865546
Rap,1012293,201,176,0.8756218905472637
Summer 2017,1012294,108,83,0.7685185185185185
country playlist,1012304,105,80,0.7619047619047619
luke,1012306,125,100,0.8
CHRISTMAS ,1012318,104,79,0.7596153846153846
PREGAME ,1012320,137,112,0.8175182481751825
classic rock,1012327,144,119,0.8263888888888888
Music,1012334,102,77,0.7549019607843137
123,1012338,171,146,0.8538011695906432
stuff,1012340,129,104,0.8062015503875969
vibes,1012353,168,143,0.8511904761904762
Twenty One Pilots,1012357,237,212,0.8945147679324894
80's Baby,1012376,143,118,0.8251748251748252
throwback jams,1012411,169,144,0.8520710059171598
The boys ,1012414,103,78,0.7572815533980582
tuesday,1012434,123,98,0.7967479674796748
Rap,1012437,177,152,0.8587570621468926
fall 2015,1012442,104,79,0.7596153846153846
L O V E ,1012452,104,79,0.7596153846153846
New Country,1012481,120,95,0.7916666666666666
Soothing,1012484,104,79,0.7596153846153846
disney,1012485,223,198,0.8878923766816144
11/10,1012488,143,118,0.8251748251748252
Reminisce,1012497,123,98,0.7967479674796748
🎉🎉🎉,1012502,165,140,0.8484848484848485
me gusta,1012503,113,88,0.7787610619469026
All The Time,1012530,124,99,0.7983870967741935
Workout,1012531,134,109,0.8134328358208955
feels,1012537,106,81,0.7641509433962265
💕💕💕,1012545,131,106,0.8091603053435115
Coffee,1012549,189,164,0.8677248677248677
throwback,1012551,119,94,0.7899159663865546
rapish,1012555,114,89,0.7807017543859649
2017,1012563,114,89,0.7807017543859649
Work,1012564,177,152,0.8587570621468926
OH CANADA!,1012566,153,128,0.8366013071895425
Bops,1012567,119,94,0.7899159663865546
Love songs,1012586,130,105,0.8076923076923077
Fall/Winter,1012587,110,85,0.7727272727272727
Lit,1012597,208,183,0.8798076923076923
🍍🍍🍍,1012604,159,134,0.8427672955974843
country jams,1012611,116,91,0.7844827586206896
Work Out,1012615,107,82,0.7663551401869159
90's ,1012625,220,195,0.8863636363636364
Golden hour,1012626,141,116,0.8226950354609929
jams ,1012631,166,141,0.8493975903614458
remixes,1012636,160,135,0.84375
R&b mix,1012659,175,150,0.8571428571428571
Jam,1012674,106,81,0.7641509433962265
Summa summa,1012676,131,106,0.8091603053435115
Wedding Playlist,1012682,112,87,0.7767857142857143
Throw Back,1012683,151,126,0.8344370860927153
Road Trip,1012691,101,76,0.7524752475247525
Liked Songs,1012698,217,192,0.8847926267281107
Jams,1012700,204,179,0.8774509803921569
RANDOM,1012703,135,110,0.8148148148148148
spring,1012705,125,100,0.8
lit,1012708,126,101,0.8015873015873016
camp,1012723,229,204,0.8908296943231441
Lake Music,1012724,183,158,0.8633879781420765
nice,1012730,105,80,0.7619047619047619
country favorites ,1012746,110,85,0.7727272727272727
DeC,1012748,130,105,0.8076923076923077
Vegas,1012750,135,110,0.8148148148148148
We Can't Stop..,1012766,116,91,0.7844827586206896
idk,1012775,145,120,0.8275862068965517
Art,1012790,166,141,0.8493975903614458
rock,1012797,129,104,0.8062015503875969
<3,1012803,131,106,0.8091603053435115
Bachelorette Party,1012813,141,116,0.8226950354609929
oldies,1012814,174,149,0.8563218390804598
17,1012826,144,119,0.8263888888888888
~My Faves~,1012853,156,131,0.8397435897435898
go to,1012867,188,163,0.8670212765957447
Playlist,1012868,207,182,0.8792270531400966
Chillin,1012876,140,115,0.8214285714285714
alt,1012882,184,159,0.8641304347826086
Pump it UP,1012884,192,167,0.8697916666666666
Now,1012901,101,76,0.7524752475247525
Slaps,1012902,115,90,0.782608695652174
Nostalgia.,1012905,215,190,0.8837209302325582
Chill Out,1012908,103,78,0.7572815533980582
feelin good ,1012954,106,81,0.7641509433962265
tunes,1012969,122,97,0.7950819672131147
Getting Ready,1012979,131,106,0.8091603053435115
ME ,1012981,114,89,0.7807017543859649
Cool Music,1012986,122,97,0.7950819672131147
Femme Fatale,1012989,126,101,0.8015873015873016
Just Chillin,1013009,215,190,0.8837209302325582
chill ,1013010,101,76,0.7524752475247525
rap,1013028,109,84,0.7706422018348624
road trip,1013042,161,136,0.84472049689441
Tbt,1013044,230,205,0.8913043478260869
2000s ,1013058,228,203,0.8903508771929824
4th of July,1013062,112,87,0.7767857142857143
Rap,1013069,111,86,0.7747747747747747
Workout,1013079,158,133,0.8417721518987342
new music,1013082,144,119,0.8263888888888888
Tunez,1013088,106,81,0.7641509433962265
songs that remind me of you,1013092,114,89,0.7807017543859649
GC,1013097,157,132,0.8407643312101911
It's Not A Phase Mom,1013098,143,118,0.8251748251748252
